No,わざ,タイプ,威力,エネルギー充填,秒数,ダメージ発生時間(秒):開始,ダメージ発生時間(秒):終了,威力,PvPエネルギー充填,ターン数,追加効果,発生確率
288,サイコブースト,エスパー,70,50,4,3.5,4,70,35,自分の攻撃-2,100%
289,こんげんのはどう,みず,130,100,1.7,1.4,1.6,130,60,,
290,だんがいのつるぎ,じめん,130,100,1.7,1.4,1.6,130,60,,
292,ウェザーボール,ほのお,55,33,1.6,1.35,1.6,55,35,,
293,ウェザーボール,こおり,55,33,1.6,1.35,1.6,55,35,,
294,ウェザーボール,いわ,55,33,1.6,1.35,1.6,55,35,,
295,ウェザーボール,みず,55,33,1.6,1.35,1.6,55,35,,
296,ハードプラント,くさ,100,50,2.6,2.145,2.55,100,45,,
298,ブラストバーン,ほのお,110,50,3.3,2.75,3.2,110,50,,
299,ハイドロカノン,みず,90,50,1.9,0.5,1.6,80,40,,
300,とっておき,ノーマル,90,50,2.9,2.7,2.85,90,55,,
301,コメットパンチ,はがね,100,50,2.6,2.3,2.5,100,50,,
302,ロケットずつき,ノーマル,130,100,3.1,1.8,2.3,130,75,自分の防御+1,100%
303,アシッドボム,どく,20,50,3,2.1,2.8,20,45,相手の防御-2,100%
304,だいちのちから,じめん,100,50,3.6,2.7,3.4,90,55,相手の防御-1,10%
305,クラブハンマー,みず,85,50,1.9,1.5,1.75,85,50,自分の攻撃+2,12.5%
306,とびかかる,むし,55,33,2.9,2.4,2.7,60,45,相手の攻撃-1,100%
307,ブレイククロー,ノーマル,,,1.9,1.2,1.7,,,,
308,オクタンほう,みず,50,50,2.3,1.3,1.6,50,50,相手の攻撃-2,50%
309,ミラーショット,はがね,50,33,2.4,1.8,2.2,35,35,相手の攻撃-1,30%
310,ばかぢから,かくとう,85,50,3,2.1,2.8,85,40,自分の攻撃-1自分の防御-1,100%
311,とどめばり,むし,50,33,2.2,1.8,2,20,35,自分の攻撃+1,100%
312,グラスミキサー,くさ,45,33,3.1,2,2.6,45,40,相手の攻撃-2,50%
313,きゅうけつ,むし,,,2.5,1.15,1.4,,,,
314,ドレインパンチ,かくとう,50,33,2.4,1,1.5,20,40,自分の防御+1,100%
315,シャドーボーン,ゴースト,80,50,2.8,2.25,2.7,75,45,相手の防御-1,20%
316,だくりゅう,みず,50,33,2.2,1.2,1.9,35,35,相手の攻撃-1,30%
317,ブレイズキック,ほのお,45,33,1.2,0.45,0.8,55,40,,
318,シェルブレード,みず,45,33,1.3,0.65,1,35,35,相手の防御-1,50%
319,グロウパンチ,かくとう,50,33,2,1.7,1.9,20,35,自分の攻撃+1,100%
321,ギガインパクト,ノーマル,200,100,4.7,1,2.4,150,80,,
322,やつあたり,ノーマル,10,33,2,1,1.8,10,70,,
323,おんがえし,ノーマル,35,33,0.7,0.1,0.35,130,70,,
324,シンクロノイズ,エスパー,80,50,2.6,0.85,1.6,80,50,,
328,つのドリル,ノーマル,,,1.9,0.5,1.5,,,,
329,じわれ,じめん,,,2.8,1,2.3,,,,
330,せいなるつるぎ,かくとう,55,33,1.2,0.5,1,60,35,,
331,フライングプレス,かくとう,110,50,2.3,1,2,90,40,,
332,はどうだん,かくとう,90,50,1.8,1,1.6,100,55,,
333,しっぺがえし,あく,100,100,2.2,1.1,2,110,60,,
334,がんせきほう,いわ,110,50,3.6,2,2.7,110,50,,
335,エアロブラスト,ひこう,180,100,3.4,3.2,3.4,170,75,自分のこうげき+2,12.5
336,テクノバスター,ノーマル,120,100,2,1.6,2,120,55,,
337,テクノバスター,ほのお,120,100,2,1.4,2,120,55,,
338,テクノバスター,こおり,120,100,2,1.4,2,120,55,,
339,テクノバスター,みず,120,100,2,1.5,2,120,55,,
340,テクノバスター,でんき,120,100,2,1.6,2,120,55,,
341,そらをとぶ,ひこう,80,50,1.8,1.2,1.5,80,45,,
342,Vジェネレート,ほのお,95,33,2.8,1.7,2.5,95,40,自分の防御-3,100%
343,リーフストーム,くさ,130,100,2.5,1.1,1.25,130,55,自分の攻撃-2,100%
344,トライアタック,ノーマル,75,50,2.5,1.3,2.4,65,50,相手の攻撃-1相手の防御-1,50%
348,フェザーダンス,ひこう,35,50,2.8,1.7,2.5,35,50,相手の攻撃-2,100%
352,ウェザーボール,ノーマル,55,33,1.6,1.35,1.6,55,35,,
353,サイコファング,エスパー,30,33,1.2,0.4,1.1,40,35,相手の防御-1,100%
358,せいなるほのお,ほのお,120,100,2.6,1.2,2.4,130,65,相手の攻撃-1,50%
359,つららばり,こおり,60,33,2.2,1.2,1.8,65,40,,
360,エアロブラスト+,ひこう,200,100,3.4,3.2,3.4,170,75,自分の攻撃+2,12.5%
361,エアロブラスト++,ひこう,225,100,3.4,3.2,3.4,170,75,自分の攻撃+2,12.5%
362,せいなるほのお+,ほのお,135,100,2.6,1.2,2.4,130,65,相手の攻撃-1,50%
363,せいなるほのお++,ほのお,155,100,2.6,1.2,2.4,130,65,相手の攻撃-1,50%
364,アクロバット,ひこう,100,100,2,0.6,1.7,110,60,,
365,ラスターパージ,エスパー,100,100,1.5,0.5,1.5,120,60,相手の防御-1,50%
366,ミストボール,エスパー,105,100,2,1.2,1.7,120,60,相手の攻撃-1,50%
367,ぶんまわす,あく,65,33,1.9,1.2,1.6,65,40,,
369,シードフレア,くさ,120,100,2.7,2.5,2.6,130,75,相手の防御-2,40%
370,ブロッキング,あく,20,33,1.7,0.5,1.6,15,40,自分の防御+1相手の防御-1,100%
371,シャドーダイブ,ゴースト,140,100,1.9,1.7,1.9,120,90,,
372,メテオビーム,いわ,140,100,1.9,1,1.9,120,60,自分の攻撃+1,100%
374,クロスサンダー,でんき,140,100,2,1.25,1.8,90,45,,
375,クロスフレイム,ほのお,140,100,2.2,1.5,2,90,45,,
376,ポルターガイスト,ゴースト,140,100,3.6,2.8,3,150,75,,
377,10まんばりき,じめん,110,100,1.6,1.0,1.2,100,60,,
378,こごえるせかい,こおり,160,100,2.5,1.5,2.5,60,40,相手の攻撃-1,100%
379,ワイドブレイカー,ドラゴン,35,33,0.8,0.27,0.7,50,35,相手の攻撃-1,100%
380,ばくおんぱ,ノーマル,140,100,2.3,1,2,150,70,,
381,ダブルパンツァー,はがね,70,33,2,1.3,2,50,35,,
382,マジカルフレイム,ほのお,60,33,2,1.3,2,60,45,相手の攻撃-1,100%
383,アクアブレイク,みず,70,33,3,2,2.7,70,45,相手の防御-1,30%
384,ガリョウテンセイ,ひこう,140,50,3.5,3.25,3.4,150,70,自分の防御-1,100%
386,マグマストーム,ほのお,75,33,2.5,1.3,2.8,65,40,,
389,デスウイング,ひこう,85,50,2,1.5,1.9,85,50,,
391,トリプルアクセル,こおり,60,33,2,1.5,1.7,60,45,自分の攻撃+1,100%
392,くさわけ,くさ,65,50,2,1.2,1.9,65,50,自分の攻撃+1,100%
393,ねっさのだいち,じめん,95,50,3.2,1.6,2.5,80,50,相手の攻撃-1,30%
